Ticker,Description,Sector,Exchange
CMSINFO,CMS INFO SYSTEMS LTD,Finance,NSE
JINDALSTEL,JINDAL STEEL & PWR,Non-Energy Minerals,NSE
BANKIETF,ICICIPRAMC - IPRU5008,Miscellaneous,NSE
INDOCO,INDOCO REMEDIES LTD,Health Technology,NSE
TTL,TT LTD,Process Industries,NSE
UCAL,UCAL LTD,Producer Manufacturing,NSE
KIRLOSENG,KIRLOSKAR OIL ENGI,Producer Manufacturing,NSE
LICNETFGSC,LIC MUTUAL FUND,Miscellaneous,NSE
MELSTAR,MELSTAR INFORMATIO,Technology Services,NSE
NAVKARCORP,NAVKAR CORPORATION,Transportation,NSE
BALKRISHNA,BALKRISHNA PAPER M,Process Industries,NSE
DPWIRES,D P WIRES LTD,Producer Manufacturing,NSE
GANDHAR,GANDHAR OIL REFINE IND L,Process Industries,NSE
ASIANHOTNR,ASIAN HOTELS(NORTH,Consumer Services,NSE
SPENCERS,SPENCERS RETAIL,Retail Trade,NSE
ADANIENT,ADANI ENTERPRISES,Distribution Services,NSE
RATNAMANI,RATNAMANI MET &TBS,Non-Energy Minerals,NSE
TECHNOE,TECHNO ELECTRIC &,Industrial Services,NSE
HDFCGROWTH,HDFCAMC - HDFCGROWTH,Miscellaneous,NSE
JKIL,J KUMAR INFAPROJEC,Industrial Services,NSE
SPYL,SHEKHAWATI POLY,Process Industries,NSE
BLUECHIP,BLUE CHIP INDIA,Finance,NSE
PEARLPOLY,PEARL POLYMERS,Process Industries,NSE
KAPSTON,KAPSTON FACILITIES MGMT L,Commercial Services,NSE
FINOPB,FINO PAYMENTS BANK LTD,Finance,NSE
TECHIN,TECHINDIA NIRMAN L,Finance,NSE
EXIDEIND,EXIDE INDUSTRIES,Producer Manufacturing,NSE
NDRAUTO,NDR AUTO COMPONENTS LTD,Producer Manufacturing,NSE
KSB,KSB LTD,Producer Manufacturing,NSE
SVPGLOB,SVP GLOBAL VENTURES LTD,Distribution Services,NSE
SRF,SRF LTD,Process Industries,NSE
SUBEXLTD,SUBEX LTD,Technology Services,NSE
SPLPETRO,SUPREME PETROCHEM LTD,Process Industries,NSE
COSMOFIRST,COSMO FIRST LTD,Process Industries,NSE
BIOFILCHEM,BIOFIL CHEMICALS &,Health Technology,NSE
PRECAM,PRECISION CAMSHAF,Producer Manufacturing,NSE
SAIFL.ST,SAMEERA AGRO AND INFRA L,,NSE
GPTINFRA,GPT INFRAPROJECTS,Industrial Services,NSE
SCI,SHIPPING CP INDIA,Transportation,NSE
TATAINVEST,TATA INVESTMENT,Finance,NSE
GULFPETRO,GP PETROLEUMS LTD,Energy Minerals,NSE
EROSMEDIA,EROS INTL MEDIA,Consumer Services,NSE
CONCORDBIO,CONCORD BIOTECH LTD,Commercial Services,NSE
DCMSHRIRAM,DCM SHRIRAM LTD,Producer Manufacturing,NSE
NEXTMEDIA,NEXT MEDIAWORKS LTD,Consumer Services,NSE
METROBRAND,METRO BRANDS LTD,Retail Trade,NSE
BANSWRAS,BANSWARA SYNTEX,Process Industries,NSE
SWSOLAR,STERLING & WILSON SO LTD,Industrial Services,NSE
MOQUALITY,MOTILALAMC - MOQUALITY,Miscellaneous,NSE
POWERGRID,POWER GRID CORP,Utilities,NSE
ARHAM,ARHAM TECHNOLOGIES,Consumer Durables,NSE
RAJSREESUG,RAJSHREE SUG &CHEM,Process Industries,NSE
GANESHBE,GANESH BENZOPLAST LTD,Process Industries,NSE
ALLETEC,ALL E TECHNOLOGIES,Technology Services,NSE
RITCO,RITCO LOGISTICS LTD,Transportation,NSE
RUBYMILLS,RUBY MILLS,Process Industries,NSE
SANSERA,SANSERA ENGINEERING LTD,Producer Manufacturing,NSE
TVSHLTD.P1,TVS HOLDINGS LTD,Producer Manufacturing,NSE
IZMO,IZMO LTD,Technology Services,NSE
SUNREST,SUNREST LIFESCIENC,,NSE
HDFCNIFIT,HDFCAMC - HDFCNIFIT,Miscellaneous,NSE
WHIRLPOOL,WHIRLPOOL OF INDIA,Consumer Durables,NSE
TECHM,TECH MAHINDRA,Technology Services,NSE
VGUARD,V-GUARD INDUSTRIES,Producer Manufacturing,NSE
HINDALCO,HINDALCO INDS,Non-Energy Minerals,NSE
MAZDOCK,MAZAGON DOCK SHIPBUIL LTD,Producer Manufacturing,NSE
ZIMLAB,ZIM LABORATORIES LTD,Health Technology,NSE
DABUR,DABUR INDIA LTD,Consumer Non-Durables,NSE
PRITIKA,PRITIKA ENGINEERIN,Producer Manufacturing,NSE
MAKS.ST,MAKS ENERGY SOLUTI,Producer Manufacturing,NSE
GRAPHITE,GRAPHITE INDIA,Process Industries,NSE
ARCHIES,ARCHIES LTD.,Retail Trade,NSE
BLBLIMITED,BLB,Finance,NSE
SONACOMS,SONA BLW PRECISION FRGS L,Producer Manufacturing,NSE
ELGIRUBCO,ELGI RUBBER CO LTD,Producer Manufacturing,NSE
TV18BRDCST,TV18 BROADCAST LTD,Consumer Services,NSE
ORIENTELEC,ORIENT ELECTRIC LTD,Consumer Durables,NSE
FINEORG,FINE ORGANIC IND,Process Industries,NSE
21STCENMGM,21ST CENTURY MANAG,Finance,NSE
HINDOILEXP,HINDUSTAN OIL EXPL,Energy Minerals,NSE
GROBTEA,THE GROB TEA COMPA,Consumer Non-Durables,NSE
BEL,BHARAT ELECTRONICS,Electronic Technology,NSE
JINDALPHOT,JINDAL PHOTO LTD,Finance,NSE
INDIAGLYCO,INDIA GLYCOL,Process Industries,NSE
MARUTI,MARUTI SUZUKI IND,Consumer Durables,NSE
MURUDCERA,MURUDESHWAR CERAMI,Producer Manufacturing,NSE
NH,NARAYANA HRUDAYALA,Health Services,NSE
AHL,ABANS HOLDINGS LTD,Finance,NSE
ORIENTCEM,ORIENT CEMENT LTD,Non-Energy Minerals,NSE
GOLDETF,MIRAEAMC - MAGOLDETF,Miscellaneous,NSE
IDFNIFTYET,BANDHAN AST MGT CO,Miscellaneous,NSE
CHAVDA,CHAVDA INFRA LTD,Consumer Durables,NSE
INFRAIETF,ICICIPRAMC - ICICIINFRA,Miscellaneous,NSE
RML,RANE(MADRAS)LTD,Producer Manufacturing,NSE
BETA,BETA DRUGS LTD,Health Technology,NSE
MOLDTKPAC,MOLD-TEK PACKAGING,Producer Manufacturing,NSE
RADIANTCMS,RADIANT CASH MGMT SER LTD,Commercial Services,NSE
SGL,STL GLOBAL LTD,Process Industries,NSE
PETRONET,PETRONET LNG,Utilities,NSE
FOODSIN,FOODS & INNS LTD,Consumer Non-Durables,NSE
TREJHARA,TREJHARA SOLUTIONS,Technology Services,NSE
HYBRIDFIN,HYBRID FINANCIAL SERVICES,Finance,NSE
SKIL,SKIL INFRASTRUCTUR,Industrial Services,NSE
FIVESTAR,FIVE-STAR BUS FIN LTD,Finance,NSE
ELIN,ELIN ELECTRONICS LTD,Electronic Technology,NSE
AXISTECETF,AXISAMC - AXISTECETF,Miscellaneous,NSE
IRCON,IRCON INTERNATIONA,Industrial Services,NSE
IRBINVIT,IRB INVIT FUND,Finance,NSE
MITTAL,MITTAL LIFE STYLE,Process Industries,NSE
AUBANK,AU SMALL FINANCE B,Finance,NSE
UNIVPHOTO,UNIVERSUS IMAGINGS LTD,Consumer Durables,NSE
SETF10GILT,SBI MUTUAL FUND,Miscellaneous,NSE
BORORENEW,BOROSIL RENEWABLES LTD,Process Industries,NSE
PEL,PIRAMAL ENTERPRISE,Finance,NSE
IKIO,IKIO LIGHTING LTD,Producer Manufacturing,NSE
VISASTEEL,VISA STEEL LTD,Non-Energy Minerals,NSE
SUNTV,SUN TV NETWORK LTD,Consumer Services,NSE
NIRAJ,NIRAJ CEMENT STRUC LTD,Industrial Services,NSE
KINGFA,KINGFA SCIENCE & T,Process Industries,NSE
HARDWYN,HARDWYN INDIA LTD,Distribution Services,NSE
TRENT,TRENT LTD,Retail Trade,NSE
SPRL.ST,SP REFRACTORIES LI,Non-Energy Minerals,NSE
KSCL,KAVERI SEED COMPAN,Process Industries,NSE
JINDWORLD,JINDAL WORLDWIDE,Process Industries,NSE
SANOFI,SANOFI INDIA LTD,Health Technology,NSE
EIDPARRY,E.I.D.-PARRY(INDIA,Process Industries,NSE
ZYDUSLIFE,ZYDUS LIFESCIENCES,Health Technology,NSE
NAZARA,NAZARA TECHNOLOGIES LTD,Technology Services,NSE
PSPPROJECT,PSP PROJECTS LTD,Industrial Services,NSE
ORTEL,ORTEL COMMUNICATIO,Consumer Services,NSE
BOSCHLTD,BOSCH LTD,Producer Manufacturing,NSE
PRESSTONIC,PRESSTONIC ENGINEE,,NSE
MOMOMENTUM,MOTILALAMC - MOMOMENTUM,Miscellaneous,NSE
ATALREAL,ATAL REALTECH LTD,Consumer Durables,NSE
NAHARINDUS,NAHAR IND ENTERPRI,Process Industries,NSE
SADHNANIQ,SADHANA NITROCHEM LTD,Process Industries,NSE
SHALBY,SHALBY LTD,Health Services,NSE
SWARAJENG,SWARAJ ENGINES,Producer Manufacturing,NSE
MBLINFRA,MBL INFRASTRUCTURE,Industrial Services,NSE
RSYSTEMS,R SYSTEMS INTERNAT,Technology Services,NSE
IRB,IRB INFRASTRUCTURE,Industrial Services,NSE
RILINFRA,RACHANA INFRA LTD,Industrial Services,NSE
BPL,BPL,Electronic Technology,NSE
ELECON,ELECON ENGINEERING,Producer Manufacturing,NSE
SHIVALIK,SHIVALIK RASAYAN LTD,Process Industries,NSE
EMAMIREAL,EMAMI REALTY LTD,Finance,NSE
NEULANDLAB,NEULAND LABORITIE,Health Technology,NSE
MOTILALOFS,MOTILAL OSWAL FINA,Finance,NSE
LRRPL,LEAD RECLAIM & RUB,Process Industries,NSE
AEROFLEX,AEROFLEX INDUSTRIES LTD,Producer Manufacturing,NSE
AETHER,AETHER INDUSTRIES LTD,Process Industries,NSE
BINANIIND,BINANI INDUSTRIES,Consumer Durables,NSE
PILANIINVS,PILANI INVESTMENT,Finance,NSE
ABSLNN50ET,ADITYA BIRLA SUN L,Miscellaneous,NSE
HEIDELBERG,HEIDELBERGCEMENT I,Non-Energy Minerals,NSE
UNOMINDA,UNO MINDA LTD,Producer Manufacturing,NSE
AGARWALFT,AGARWAL FLOAT GL,Distribution Services,NSE
GRASIM,GRASIM INDUSTRIES,Non-Energy Minerals,NSE
KODYTECH,KODY TECHNOLAB LIM,Technology Services,NSE
MICEL,MIC ELECTRONICS LTD,Health Technology,NSE
WEBELSOLAR,WEBSOL ENERGY SYST,Electronic Technology,NSE
GABRIEL,GABRIEL INDIA,Producer Manufacturing,NSE
SUNDARMFIN,SUNDARAM FINANCE L,Finance,NSE
SILINV,SIL INVESTMENTS,Finance,NSE
BRNL,BHARAT ROAD NETWOR,Industrial Services,NSE
AKZOINDIA,AKZO NOBEL INDIA,Process Industries,NSE
ACLGATI,ALLCARGO GATI LTD,Transportation,NSE
MCL,MADHAV COPPER LTD,Non-Energy Minerals,NSE
SANGHIIND,SANGHI INDUSTRIES,Non-Energy Minerals,NSE
KAYNES,KAYNES TECHNOLOGY IND LTD,Electronic Technology,NSE
BTML,BODHI TREE MULTIMEDIA LTD,Consumer Services,NSE
SHANTI,SHANTI OVERSEAS (IND) LTD,Process Industries,NSE
IDFC,IDFC LTD,Finance,NSE
JHS,JHS SVENDGAARD LAB,Consumer Non-Durables,NSE
CUPID,CUPID LTD(INDIA),Consumer Non-Durables,NSE
SHAHALLOYS,SHAH ALLOYS,Non-Energy Minerals,NSE
BEML,BEML LTD,Producer Manufacturing,NSE
SHIGAN,SHIGAN QUANTUM TEC,Electronic Technology,NSE
PRITIKAUTO,PRITIKA AUTO INDUS LTD,Producer Manufacturing,NSE
MRO_TEK,MRO-TEK REALTY LTD,Electronic Technology,NSE
POKARNA,POKARNA LTD,Producer Manufacturing,NSE
REFEX,REFEX INDUSTRIES L,Energy Minerals,NSE
TRACXN,TRACXN TECHNOLOGIES LTD,Technology Services,NSE
JAGRAN,JAGRAN PRAKASHAN L,Consumer Services,NSE
DECCANCE,DECCAN CEMENT,Non-Energy Minerals,NSE
MPHASIS,MPHASIS LTD,Technology Services,NSE
HEADSUP,HEADS UP VENTURES LTD,Retail Trade,NSE
DIVISLAB,DIVI'S LABORATORIE,Health Technology,NSE
RCDL,RAJGOR CASTOR DERI,Process Industries,NSE
PDSL,PDS LTD,Consumer Non-Durables,NSE
BSL,BSL,Process Industries,NSE
HGS,HINDUJA GLOBAL SOL,Commercial Services,NSE
ESG,MIRAEAMC - MAESGETF,Miscellaneous,NSE
SUPERSPIN,SUPER SPINNING,Process Industries,NSE
AARTISURF.P1,AARTI SURFACTANTS LTD,Process Industries,NSE
SANDHAR,SANDHAR TECHNOLOGI,Consumer Durables,NSE
MOMENTUM,BIRLASLAMC - MOMENTUM,Miscellaneous,NSE
NAGREEKCAP,NAGREEKA CAPITAL &,Finance,NSE
SREEL,SREELEATHERS LTD,Retail Trade,NSE
LOVABLE,LOVABLE LINGERIE L,Consumer Non-Durables,NSE
HUDCO,HOUSING & URBAN,Finance,NSE
CIEINDIA,CIE AUTOMOTIVE INDIA LTD,Producer Manufacturing,NSE
SILVRETF,MIRAEAMC - MASILVER,,NSE
MAPMYINDIA,C.E. INFO SYSTEMS LTD,Commercial Services,NSE
HONAUT,HONEYWELL AUTO IND,Electronic Technology,NSE
DOLLEX,DOLLEX AGROTECH LTD,Process Industries,NSE
ESAFSFB,ESAF SMALL FINANCE BANK L,Finance,NSE
IIFLSAMFIN.N0,SEC RE NCD 9.21% SR 1,,NSE
ADVANIHOTR,ADVANI HOTELS & RE,Consumer Services,NSE
SHEMAROO,SHEMAROO ENTERTAIN,Consumer Services,NSE
SATIA,SATIA INDUSTRIES LTD,Process Industries,NSE
LOKESHMACH,LOKESH MACHINES,Technology Services,NSE
SONUINFRA,SONU INFRATECH LTD,Industrial Services,NSE
QUICKTOUCH,QUICKTOUCH TECH,Technology Services,NSE
BALAJITELE,BALAJI TELEFILMS,Consumer Services,NSE
LOWVOL,MIRAEAMC - MANV30F,,NSE
RCF,RASHTRIYA CHEM & F,Process Industries,NSE
PROZONER,PROZONE REALTY LTD,Finance,NSE
UNITEDPOLY,UNITED POLYFAB GUJ. LTD.,Process Industries,NSE
USHAMART,USHA MARTIN,Producer Manufacturing,NSE
CEATLTD,CEAT LTD,Consumer Durables,NSE
BALRAMCHIN,BALRAMPUR CHINI MI,Process Industries,NSE
SALZERELEC,SALZER ELECTRONICS,Producer Manufacturing,NSE
ABCAPITAL,ADITYA BIRLA CAPIT,Finance,NSE
ADL,ARCHIDPLY DECOR LIMTED,Commercial Services,NSE
MINDACORP,MINDA CORP LTD,Producer Manufacturing,NSE
TGBHOTELS,TGB BANQUETS AND H,Consumer Services,NSE
SANDESH,SANDESH,Consumer Services,NSE
GSTL.ST,GLOBESECURE TECHNO,Distribution Services,NSE
DEEPINDS,DEEP INDUSTRIES LTD,Industrial Services,NSE
POCL,PONDY OXIDES & CHEM LTD,Non-Energy Minerals,NSE
CIPLA,CIPLA LTD,Health Technology,NSE
KAMDHENU,KAMDHENU LTD,Non-Energy Minerals,NSE
BKMINDST,BKM INDUSTRIES LTD,Producer Manufacturing,NSE
IBULHSGFIN,INDIABULLS HOUSING,Finance,NSE
MARKSANS,MARKSANS PHARMA LTD,Health Technology,NSE
JIOFIN,JIO FIN SERVICES LTD,Finance,NSE
HPAL,HP ADHESIVES LTD,Non-Energy Minerals,NSE
ASTRAZEN,ASTRAZENECA PHARMA,Health Technology,NSE
CROMPTON,CROMPTON GREAVES C,Producer Manufacturing,NSE
UDS,UPDATER SERVICES LTD,Commercial Services,NSE
RVHL,RAVINDER HEIGHTS LTD,Consumer Durables,NSE
SANDUMA,SANDUR MANG & IRON ORES L,Non-Energy Minerals,NSE
SBICARD,SBI CARDS & PAYMEN,Finance,NSE
VIPCLOTHNG,VIP CLOTHING LTD,Consumer Non-Durables,NSE
PLADAINFO,PLADA INFOTECH SER,Finance,NSE
HBLPOWER,HBL POWER SYSTEMS,Producer Manufacturing,NSE
NDGL,NAGA DHUNSERI GROU,Finance,NSE
REPCOHOME,REPCO HOME FIN LTD,Finance,NSE
RAJMET,RAJNANDINI METAL LTD,Non-Energy Minerals,NSE
AMBICAAGAR,AMBICA AGARB AROMA,Process Industries,NSE
GRMOVER,GRM OVERSEAS LTD,Process Industries,NSE
RAMCOCEM,RAMCO CEMENTS(THE),Non-Energy Minerals,NSE
UNIVAFOODS,UNIVA FOODS LTD,Miscellaneous,NSE
MILTON,MILTON INDUSTRIES,Non-Energy Minerals,NSE
LAXMIMACH,LAKSHMI MACHINE,Producer Manufacturing,NSE
RALLIS,RALLIS INDIA LTD,Process Industries,NSE
DELPHIFX,DELPHI WORLD MONEY LTD,Finance,NSE
SINTERCOM,SINTERCOM INDIA LTD,Producer Manufacturing,NSE
HOVS,HOV SERVICES LTD,Technology Services,NSE
PPLPHARMA,PIRAMAL PHARMA LTD,Health Technology,NSE
MTARTECH,MTAR TECHNOLOGIES LTD,Electronic Technology,NSE
CAPACITE,CAPACIT'E INFRAPRO,Industrial Services,NSE
LCCINFOTEC,LCC INFOTECH,Technology Services,NSE
MAGSON,MAGSON RETAIL AND,Retail Trade,NSE
MAHICKRA,MAHICKRA CHEMICALS,Process Industries,NSE
CHALET,CHALET HOTELS LTD,Consumer Services,NSE
NETWORK18,NETWORK 18 MEDIA,Consumer Services,NSE
TRIL,TRANSFORM & RECTIF,Producer Manufacturing,NSE
INDNIPPON,INDIA NIPPON ELECT,Producer Manufacturing,NSE
DSPPVBKETF,DSPAMC - DSPPVBKETF,,NSE
SHIVATEX,SHIVA TEXYARN LTD,Process Industries,NSE
MPSLTD,MPS LTD,Consumer Services,NSE
VBL,VARUN BEVERAGES,Consumer Non-Durables,NSE
ABFRL,ADITYA BIRLA FASH,Retail Trade,NSE
KECL,KIRLOSKAR ELECTRIC,Producer Manufacturing,NSE
KRITINUT,KRITI NUTRIENTS LTD,Process Industries,NSE
SHRIRAMPPS,SHRIRAM PROPERTIES LTD,Finance,NSE
JUBLINDS,JUBILANT INDUSTRIE,Process Industries,NSE
APCOTEXIND,APCOTEX INDUSTRIES,Process Industries,NSE
IEX,INDIAN ENERGY EXCH,Finance,NSE
GFLLIMITED,GFL LTD,Consumer Services,NSE
TANLA,TANLA PLATFORMS L,Technology Services,NSE
KSOLVES,KSOLVES INDIA LTD,Technology Services,NSE
SARLAPOLY,SARLA PERFORMANCE,Process Industries,NSE
GOKEX,GOKALDAS EXPORTS L,Consumer Non-Durables,NSE
KNRCON,KNR CONSTRUCTIONS,Industrial Services,NSE
NIITMTS,NIIT LEARNING SYSTEMS LTD,Commercial Services,NSE
TNIDETF,TATAAML - TNIDETF,,NSE
BCONCEPTS,BRAND CONCEPTS LTD,Consumer Durables,NSE
WSI,WS INDUSTRIES(IND),Producer Manufacturing,NSE
PHANTOMFX,PHANTOM DIGITAL EF,Consumer Services,NSE
JLHL,JUPITER LIFE LINE HOSP L,Health Services,NSE
ISGEC,ISGEC HEAVY ENG LTD,Industrial Services,NSE
GREAVESCOT,GREAVES COTTON LTD,Producer Manufacturing,NSE
DIACABS,DIAMOND POWER INFRA LTD,Producer Manufacturing,NSE
GATECH,GACM TECHNOLOGIES,Finance,NSE
BLUEJET,BLUE JET HEALTHCARE LTD,Health Technology,NSE
DEEPAKNTR,DEEPAK NITRITE,Process Industries,NSE
MANINDS,MAN INDUSTRIES (IN,Producer Manufacturing,NSE
CONFIPET,CONFIDENCE PETRO IND LTD.,Retail Trade,NSE
VMARCIND,V MARC INDIA LTD,Producer Manufacturing,NSE
RAMANEWS,SHREE RAMA NEWSPRI,Process Industries,NSE
AISL,ANI INTEGRATED SER,Commercial Services,NSE
COCHINSHIP,COCHIN SHIPYARD LTD,Producer Manufacturing,NSE
SEL.ST,SUNGARNER ENERGIES,Electronic Technology,NSE
HEXATRADEX,HEXA TRADEX LTD,Distribution Services,NSE
ICDSLTD,ICDS,Finance,NSE
AVTNPL,AVT NATURAL PROD,Consumer Non-Durables,NSE
LICNETFSEN,LIC MUTUAL FUND,Miscellaneous,NSE
SANGINITA,SANGINITA CHEMICALS LTD,Process Industries,NSE
ALPA,ALPA LABORATORIES,Health Technology,NSE
UNIPARTS,UNIPARTS INDIA LTD,Producer Manufacturing,NSE
AAKASH,AAKASH EXPLORATION,Energy Minerals,NSE
MANKIND,MANKIND PHARMA LTD,Health Technology,NSE
SECL,SALASAR EXTERIORS,Industrial Services,NSE
TTKPRESTIG,TTK PRESTIGE,Consumer Durables,NSE
POLYMED,POLY MEDICURE LTD,Health Technology,NSE
RKDL,RAVI KUMAR DISTILL,Consumer Non-Durables,NSE
PVTBANIETF,ICICIPRAMC - ICICIBANKP,Miscellaneous,NSE
VELS,VELS FILM INTERNAT,Consumer Services,NSE
GHCLTEXTIL,GHCL TEXTILES LTD,Process Industries,NSE
PRSMJOHNSN,PRISM JOHNSON LTD,Non-Energy Minerals,NSE
MALLCOM,MALLCOM (INDIA) LTD,Consumer Non-Durables,NSE
JTLIND,JTL INDUSTRIES LTD,Non-Energy Minerals,NSE
SALASAR,SALASAR TECHNO ENG,Producer Manufacturing,NSE
FLEXITUFF,FLEXITUFF VENTURES,Process Industries,NSE
GRINFRA,G R INFRAPROJECTS LTD,Industrial Services,NSE
UMANGDAIRY,UMANG DAIRIES,Consumer Non-Durables,NSE
EMBASSY.RR,EMBASSY OFFICE PAR,Finance,NSE
KOTAKPSUBK,KOTAK MAHINDRA AST,Miscellaneous,NSE
AWL,ADANI WILMAR LTD,Process Industries,NSE
SIGIND,SIGNET INDUSTRIES,Process Industries,NSE
ARISTO,ARISTO BIO-TECH AN,Process Industries,NSE
EFORCE,ELECTRO FORCE INDI,Producer Manufacturing,NSE
EMIL,ELECTRONICS MART IND LTD,Retail Trade,NSE
HDIL,HOUSING DEVELOPMEN,Finance,NSE
GREENPOWER,ORIENT GREEN POWER,Utilities,NSE
SAKUMA,SAKUMA EXPORTS LTD,Distribution Services,NSE
DESTINY,DESTINY LOGISTICS,Transportation,NSE
NIRMAN,NIRMAN AGRI GENETI,Process Industries,NSE
MANGCHEFER,MANGALORE CHEMICAL,Process Industries,NSE
RICHA,RICHA INFO SYSTEMS,Electronic Technology,NSE
GFSTEELS,GRAND FOUNDRY LTD,Non-Energy Minerals,NSE
WIPL,THE WESTERN INDIA,Non-Energy Minerals,NSE
LEMERITE,LE MERITE EXPORTS,Process Industries,NSE
SBILIFE,SBI LIFE INSURANCE,Finance,NSE
TEGA,TEGA INDUSTRIES LTD,Distribution Services,NSE
SHRIRAMFIN,SHRIRAM FINANCE LTD,Finance,NSE
CARTRADE,CARTRADE TECH LTD,Technology Services,NSE
DATAMATICS,DATAMATICS GLOBAL,Technology Services,NSE
TDPOWERSYS,TD POWER SYSTEMS P,Producer Manufacturing,NSE
AKSHARCHEM,AKSHARCHEM (INDIA),Process Industries,NSE
FIDEL,FIDEL SOFTECH LTD,Technology Services,NSE
GODREJPROP,GODREJ PROPERTIES,Finance,NSE
APOLLOPIPE,APOLLO PIPES LTD,Finance,NSE
IMFA,INDIAN METALS & FE,Non-Energy Minerals,NSE
HONDAPOWER,HONDA INDIA POWER,Producer Manufacturing,NSE
ANURAS,ANUPAM RASAYAN INDIA LTD,Health Technology,NSE
AZAD,AZAD ENGINEERING LTD,Producer Manufacturing,NSE
ZEEL,ZEE ENTERTAIN ENT,Consumer Services,NSE
MASPTOP50,MIRAEAMC - MASPTOP50,Miscellaneous,NSE
VHL,VARDHAMAN HOLDINGS,Finance,NSE
ASLIND.ST,ASL INDUSTRIES LTD,Producer Manufacturing,NSE
GODFRYPHLP,GODFREY PHILLIPS,Consumer Non-Durables,NSE
3IINFOLTD,3I INFOTECH LTD,Technology Services,NSE
AVG,AVG LOGISTICS LTD,Transportation,NSE
BANARBEADS,BANARAS BEADS LTD,Consumer Durables,NSE
BBTC,BOMBAY BURMAH,Consumer Non-Durables,NSE
YUDIZ,YUDIZ SOLUTIONS LTD,Technology Services,NSE
STERTOOLS,STERLING TOOLS,Producer Manufacturing,NSE
DELTAMAGNT,DELTA MFG LTD,Producer Manufacturing,NSE
DHAMPURSUG,DHAMPUR SUGAR MILL,Process Industries,NSE
NIBL,NRB INDUSTRIAL BEA,Producer Manufacturing,NSE
GULFOILLUB,GULF OIL LUBRICANT,Energy Minerals,NSE
TECH,BIRLASLAMC - TECH,Miscellaneous,NSE
VIRINCHI,VIRINCHI LTD,Technology Services,NSE
AMBER,AMBER ENTERPRISES,Producer Manufacturing,NSE
WEIZMANIND,WEIZMANN,Process Industries,NSE
JSWHL,JSW HOLDINGS LTD,Finance,NSE
KESORAMIND,KESORAM INDUSTRIES,Non-Energy Minerals,NSE
VENUSREM,VENUS REMEDIES LTD,Health Technology,NSE
ALPSINDUS,ALPS INDS,Process Industries,NSE
ICICIB22,ICICI PRUDENTIAL A,Miscellaneous,NSE
RANEHOLDIN,RANE HOLDINGS LTD,Producer Manufacturing,NSE
AXISGOLD,AXIS MUTUAL FUND,Miscellaneous,NSE
GODREJIND,GODREJ INDUSTRIES,Process Industries,NSE
GAIL,GAIL INDIA LTD,Utilities,NSE
FOSECOIND,FOSECO(INDIA),Process Industries,NSE
DISHTV,DISH TV INDIA LTD,Communications,NSE
TIRUMALCHM,THIRUMALAI CHEM,Process Industries,NSE
KILITCH,KILITCH DRUGS(INDI,Health Technology,NSE
GANECOS,GANESHA ECOSPHERE,Process Industries,NSE
WELENT,WELSPUN ENTERPRISE,Industrial Services,NSE
MEP,MEP INFRASTRUCTURE,Transportation,NSE
SAMHI,SAMHI HOTELS LTD,Consumer Services,NSE
INDIGO,INTERGLOBE AVIATIO,Transportation,NSE
SHERA,SHERA ENERGY LTD,Producer Manufacturing,NSE
BHARATFORG,BHARAT FORGE,Producer Manufacturing,NSE
DOLPHIN,DOLPHIN OFF ENT (IND) L,Industrial Services,NSE
BSLSENETFG,BIRLASLAMC - BSLSENETFG,Miscellaneous,NSE
JAINAM,JAINAM FERRO ALLOY,Producer Manufacturing,NSE
QFIL,QUALITY FOILS,Non-Energy Minerals,NSE
SPECIALITY,SPECIALITY RESTAUR,Consumer Services,NSE
E2E,E2E NETWORKS LTD,Technology Services,NSE
OSWALGREEN,OSWAL GREENTECH LTD,Finance,NSE
AURUMPP.E1,AURUM PROPTECH LTD,Technology Services,NSE
JKTYRE,JK TYRE&INDUSTRIES,Consumer Durables,NSE
FINIETF,ICICIPRAMC-ICICIFIN,Miscellaneous,NSE
GOENKA,GOENKA DIAMOND & J,Consumer Durables,NSE
EUROTEXIND,EUROTEX INDUSTRIES,Process Industries,NSE
TRITURBINE,TRIVENI TURBINE LTD,Producer Manufacturing,NSE
PANACHE,PANACHE DIGILIFE LTD,Electronic Technology,NSE
HOMEFIRST,HOME FIRST FIN CO IND LTD,Finance,NSE
BSLGOLDETF,BIRLA SUN LIFE ASS,Miscellaneous,NSE
GOLDIETF,ICICI PRUDENTIAL GOLD ETF,Miscellaneous,NSE
IVZINNIFTY,RELIGARE MUTUAL FD,Miscellaneous,NSE
DOMS,DOMS INDUSTRIES LTD,Producer Manufacturing,NSE
TERASOFT,TERA SOFTWARE,Technology Services,NSE
NOCIL,NOCIL LTD,Process Industries,NSE
LIKHITHA,LIKHITHA INFRASTRUC LTD,Industrial Services,NSE
L_TFH,L&T FINANCE HOLDIN,Finance,NSE
NAVNETEDUL,NAVNEET EDUCATION,Producer Manufacturing,NSE
MOTISONS,MOTISONS JEWELLERS LTD,Retail Trade,NSE
IWEL,INOX WIND ENERGY LTD,Utilities,NSE
KEL,KUNDAN EDIFICE LIM,Producer Manufacturing,NSE
GANGOTRI,GANGOTRI TEXTILE,Process Industries,NSE
PFC,POWER FINANCE CORP,Finance,NSE
SIS,SIS LTD,Commercial Services,NSE
GMRP_UI,GMR POW AND URBAN INFRA L,Industrial Services,NSE
